,tomb_id,latitude_x,longitude_x,quantity,period,region,county,county_ft,latitude_y,longitude_y,period_ft,start_date,end_date
203,204,34.6671336848535,112.407848000321,15.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
204,205,34.6671336848535,112.407848000321,15.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220
205,206,34.6671336848535,112.407848000321,21.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
206,207,34.6671336848535,112.407848000321,21.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220
207,208,34.6671336848535,112.407848000321,5.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
208,209,34.6671336848535,112.407848000321,5.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220
209,210,34.6671336848535,112.407848000321,4.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
210,211,34.6671336848535,112.407848000321,4.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220
211,212,34.6671336848535,112.407848000321,2.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
212,213,34.6671336848535,112.407848000321,2.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220
213,214,34.6622068383281,112.415874120678,126.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
214,215,34.6622068383281,112.415874120678,91.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220
215,216,34.7835356705244,111.199743184371,2.0,Western Han,henan,shanxian,陝縣 ,34.7707281544405,111.153036514511,前漢 ,-202,9
216,217,34.7835356705244,111.199743184371,44.0,Eastern Han,henan,shanxian,陝縣 ,34.7707281544405,111.153036514511,後漢 ,25,220
217,218,34.1699062517442,116.503674277507,3.0,Western Han,henan,dangxian,碭縣 ,34.1616614890121,116.450938683481,前漢 ,-202,9
218,219,33.009991911889,112.530278148551,3.0,Western Han,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,前漢 ,-202,9
219,220,33.009991911889,112.530278148551,1.0,Western Han,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,前漢 ,-202,9
220,221,33.009991911889,112.530278148551,1.0,Western Han,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,前漢 ,-202,9
221,222,33.009991911889,112.530278148551,1.0,Western Han,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,前漢 ,-202,9
222,223,34.6861747766625,112.440381666743,1.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
223,224,33.2574175887353,112.997179014365,1.0,Xin,henan,bowang,博望 ,33.16314,112.7414,新莽 ,9,23
224,225,33.0619111292506,112.639845357965,1.0,Xin,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,新莽 ,9,23
225,226,33.2574175887353,112.997179014365,1.0,Eastern Han,henan,bowang,博望 ,33.16314,112.7414,後漢 ,25,220
226,227,33.0619111292506,112.639845357965,1.0,Eastern Han,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,後漢 ,25,220
227,228,33.1646511286366,112.861873638694,1.0,Eastern Han,henan,bowang,博望 ,33.16314,112.7414,後漢 ,25,220
228,229,34.923667657941,112.387322146302,1.0,Western Han,henan,pingyin,平陰 ,34.9003254870059,112.467380053561,前漢 ,-202,9
229,230,34.1768364127424,116.504859655597,1.0,Western Han,henan,dangxian,碭縣 ,34.1616614890121,116.450938683481,前漢 ,-202,9
230,231,34.1768364127424,116.504859655597,1.0,Western Han,henan,dangxian,碭縣 ,34.1616614890121,116.450938683481,前漢 ,-202,9
231,232,34.1768364127424,116.504859655597,1.0,Western Han,henan,dangxian,碭縣 ,34.1616614890121,116.450938683481,前漢 ,-202,9
232,233,34.1768364127424,116.504859655597,1.0,Western Han,henan,dangxian,碭縣 ,34.1616614890121,116.450938683481,前漢 ,-202,9
233,234,34.1768364127424,116.504859655597,1.0,Xin,henan,dangxian,碭縣 ,34.1616614890121,116.450938683481,新莽 ,9,23
234,235,34.1768364127424,116.504859655597,1.0,Western Han,henan,dangxian,碭縣 ,34.1616614890121,116.450938683481,前漢 ,-202,9
235,236,34.1768364127424,116.504859655597,1.0,Western Han,henan,dangxian,碭縣 ,34.1616614890121,116.450938683481,前漢 ,-202,9
236,237,34.6861699387089,112.43674232758,6.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
237,238,34.7527650519676,112.973634656836,5.0,Western Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,前漢 ,-202,9
238,239,34.7527650519676,112.973634656836,3.0,Western Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,前漢 ,-202,9
239,240,32.9959923991947,112.567134990901,3.0,Xin,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,新莽 ,9,23
240,241,34.6139290275097,112.394756469222,1.0,Western Han,henan,henan,河南 ,34.6774314395294,112.414770336201,前漢 ,-202,9
241,242,34.6810488253938,112.443719738995,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220
242,243,34.6914376533018,112.496016912117,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220
243,244,34.7310902330141,113.000133132995,12.0,Western Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,前漢 ,-202,9
244,245,34.7310902330141,113.000133132995,12.0,Xin,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,新莽 ,9,23
245,246,34.7310902330141,113.000133132995,12.0,Eastern Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,後漢 ,25,220
246,247,34.7310902330141,113.000133132995,1.0,Western Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,前漢 ,-202,9
247,248,34.73109023,113.0001331,1.0,Xin,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,新莽 ,9,23
248,249,34.73109023,113.0001331,1.0,Eastern Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,後漢 ,25,220
249,250,34.7310902330141,113.000133132995,10.0,Western Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,前漢 ,-202,9
250,251,34.7310902330141,113.000133132995,10.0,Xin,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,新莽 ,9,23
251,252,34.7310902330141,113.000133132995,10.0,Eastern Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,後漢 ,25,220
252,253,34.7310902330141,113.000133132995,1.0,Western Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,前漢 ,-202,9
253,254,34.7310902330141,113.000133132995,1.0,Xin,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,新莽 ,9,23
254,255,34.7310902330141,113.000133132995,1.0,Eastern Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,後漢 ,25,220
255,256,32.9988917811488,112.576098177251,200.0,Western Han,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,前漢 ,-202,9
256,257,34.7581298186448,112.983083640955,1.0,Eastern Han,henan,gongxian,鞏縣 ,34.7274270341896,112.919089887424,後漢 ,25,220
